"[2301, 10123, 3332, 3311]","[2232, 10111, 3322, 3231]","[2230, 10033, 3303, 3213]","[2213, 10030, 3233, 3132]","[2203, 10020, 3222, 3112]","[2132, 10010, 3202, 3102]","[2120, 3333, 3130, 3032]","[2110, 3330, 3120, 3011]","[2033, 3312, 3111, 2333]","[2031, 3301, 3101, 2312]","[2021, 3223, 3031, 2300]","[2010, 3220, 3013, 2222]","[1333, 3211, 2333, 2212]","[1332, 3200, 2321, 2132]","[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2302, 10122, 10011, 3232]","[2231, 10110, 3332, 3222]","[2222, 10033, 3313, 3210]","[2212, 10023, 3301, 3131]","[2202, 10011, 3230, 3113]","[2131, 3333, 3213, 3102]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2303, 10113, 3331, 3320]","[2233, 10102, 3322, 3233]","[2230, 10033, 3303, 3213]","[2213, 10030, 3233, 3132]","[2203, 10020, 3222, 3112]","[2132, 10010, 3202, 3102]","[2120, 3333, 3130, 3032]","[2110, 3330, 3120, 3011]","[2033, 3312, 3111, 2333]","[2031, 3301, 3101, 2312]","[2021, 3223, 3031, 2300]","[2010, 3220, 3013, 2222]","[1333, 3211, 2333, 2212]","[1332, 3200, 2321, 2132]","[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2303, 10120, 3332, 3312]","[2233, 10110, 3321, 3232]","[2230, 10033, 3303, 3213]","[2213, 10030, 3233, 3132]","[2203, 10020, 3222, 3112]","[2132, 10010, 3202, 3102]","[2120, 3333, 3130, 3032]","[2110, 3330, 3120, 3011]","[2033, 3312, 3111, 2333]","[2031, 3301, 3101, 2312]","[2021, 3223, 3031, 2300]","[2010, 3220, 3013, 2222]","[1333, 3211, 2333, 2212]","[1332, 3200, 2321, 2132]","[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2303, 10121, 3330, 3313]","[2233, 10110, 3321, 3232]","[2230, 10033, 3303, 3213]","[2213, 10030, 3233, 3132]","[2203, 10020, 3222, 3112]","[2132, 10010, 3202, 3102]","[2120, 3333, 3130, 3032]","[2110, 3330, 3120, 3011]","[2033, 3312, 3111, 2333]","[2031, 3301, 3101, 2312]","[2021, 3223, 3031, 2300]","[2010, 3220, 3013, 2222]","[1333, 3211, 2333, 2212]","[1332, 3200, 2321, 2132]","[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2311, 10112, 10001, 3303]","[2233, 10032, 3332, 3232]","[2230, 10030, 3313, 3211]","[2213, 10013, 3303, 3132]","[2203, 10002, 3233, 3112]","[2132, 3332, 3221, 3100]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2311, 10121, 3333, 3302]","[2302, 10103, 3323, 3222]","[2232, 10100, 3310, 3203]","[2220, 10030, 3233, 3131]","[2203, 10020, 3222, 3112]","[2132, 10010, 3202, 3102]","[2120, 3333, 3130, 3032]","[2110, 3330, 3120, 3011]","[2033, 3312, 3111, 2333]","[2031, 3301, 3101, 2312]","[2021, 3223, 3031, 2300]","[2010, 3220, 3013, 2222]","[1333, 3211, 2333, 2212]","[1332, 3200, 2321, 2132]","[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2311, 10130, 3333, 3233]","[2302, 10113, 3330, 3211]","[2232, 10101, 3320, 3132]","[2222, 10030, 3302, 3120]","[2210, 10021, 3223, 3103]","[2133, 10010, 3211, 3032]","[2122, 3332, 3201, 3020]","[2112, 3323, 3122, 3002]","[2103, 3313, 3103, 2330]","[2033, 3303, 3100, 2303]","[2021, 3301, 3031, 2222]","[2011, 3231, 3012, 2211]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2312, 10102, 10003, 3310]","[2233, 10030, 3333, 3233]","[2223, 10022, 3323, 3210]","[2213, 10013, 3303, 3132]","[2203, 10002, 3233, 3112]","[2132, 3332, 3221, 3100]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2312, 10110, 10002, 3303]","[2233, 10032, 3332, 3232]","[2230, 10030, 3313, 3211]","[2213, 10013, 3303, 3132]","[2203, 10002, 3233, 3112]","[2132, 3332, 3221, 3100]","[2123, 3322, 3203, 3021]","[2120, 3313, 3130, 3002]","[2103, 3303, 3120, 2323]","[2033, 3300, 3103, 2303]","[2021, 3232, 3100, 2222]","[2011, 3223, 3013, 2212]","[2002, 3212, 3000, 2201]","[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]","[1201, 2322, 2023, 1233]","[1132, 2312, 2003, 1222]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
