"[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1303, 3023, 2103, 2000]","[1230, 3020, 2033, 1322]","[1213, 3011, 2021, 1310]","[1203, 2331, 2011, 1300]","[1132, 2313, 2001, 1223]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1303, 3030, 2101, 2001]","[1230, 3013, 2032, 1330]","[1213, 3003, 2022, 1311]","[1203, 2331, 2011, 1300]","[1132, 2313, 2001, 1223]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1310, 3002, 2121, 2002]","[1232, 2331, 2103, 1333]","[1230, 2320, 2032, 1313]","[1220, 2310, 2020, 1301]","[1202, 2233, 2002, 1232]","[1132, 2230, 1321, 1222]","[1130, 2212, 1301, 1212]","[1121, 2132, 1223, 1203]","[1113, 2113, 1210, 1133]","[1111, 2031, 1201, 1122]","[1102, 2003, 1130, 1120]","[1030, 1330, 1120, 1111]","[1013, 1303, 1112, 1101]","[1003, 1221, 1110, 1031]","[332, 1200, 1101, 1022]","[321, 1122, 1030, 1013]","[311, 1103, 1020, 1003]","[233, 1030, 1012, 333]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1310, 3003, 2113, 2003]","[1232, 2332, 2110, 1331]","[1230, 2320, 2032, 1313]","[1220, 2310, 2020, 1301]","[1202, 2233, 2002, 1232]","[1132, 2230, 1321, 1222]","[1130, 2212, 1301, 1212]","[1121, 2132, 1223, 1203]","[1113, 2113, 1210, 1133]","[1111, 2031, 1201, 1122]","[1102, 2003, 1130, 1120]","[1030, 1330, 1120, 1111]","[1013, 1303, 1112, 1101]","[1003, 1221, 1110, 1031]","[332, 1200, 1101, 1022]","[321, 1122, 1030, 1013]","[311, 1103, 1020, 1003]","[233, 1030, 1012, 333]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1310, 3003, 2200, 1322]","[1232, 2333, 2123, 1311]","[1231, 2321, 2111, 1232]","[1230, 2301, 2032, 1222]","[1220, 2231, 2012, 1212]","[1211, 2213, 1331, 1210]","[1203, 2132, 1320, 1200]","[1132, 2121, 1302, 1130]","[1123, 2101, 1231, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1310, 3023, 2103, 1333]","[1300, 3012, 2100, 1313]","[1222, 3000, 2031, 1302]","[1210, 2330, 2013, 1232]","[1200, 2313, 2001, 1221]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1310, 3030, 2101, 2000]","[1230, 3013, 2032, 1330]","[1213, 3003, 2022, 1311]","[1203, 2331, 2011, 1300]","[1132, 2313, 2001, 1223]","[1123, 2301, 1323, 1212]","[1121, 2222, 1311, 1201]","[1113, 2201, 1232, 1133]","[1111, 2121, 1221, 1122]","[1110, 2032, 1202, 1121]","[1100, 2012, 1130, 1113]","[1023, 1331, 1121, 1110]","[1020, 1303, 1112, 1100]","[1002, 1223, 1103, 1031]","[331, 1210, 1033, 1021]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1311, 3010, 2120, 2000]","[1232, 2332, 2110, 1331]","[1230, 2320, 2032, 1313]","[1220, 2310, 2020, 1301]","[1202, 2233, 2002, 1232]","[1132, 2230, 1321, 1222]","[1130, 2212, 1301, 1212]","[1121, 2132, 1223, 1203]","[1113, 2113, 1210, 1133]","[1111, 2031, 1201, 1122]","[1102, 2003, 1130, 1120]","[1030, 1330, 1120, 1111]","[1013, 1303, 1112, 1101]","[1003, 1221, 1110, 1031]","[332, 1200, 1101, 1022]","[321, 1122, 1030, 1013]","[311, 1103, 1020, 1003]","[233, 1030, 1012, 333]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1311, 3010, 2123, 1331]","[1302, 2330, 2120, 1313]","[1232, 2313, 2103, 1301]","[1223, 2301, 2032, 1223]","[1220, 2231, 2012, 1212]","[1211, 2213, 1331, 1210]","[1203, 2132, 1320, 1200]","[1132, 2121, 1302, 1130]","[1123, 2101, 1231, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1311, 3013, 2033, 2012]","[1301, 3001, 2023, 2000]","[1221, 2331, 2013, 1330]","[1212, 2313, 2002, 1312]","[1203, 2301, 1323, 1302]","[1133, 2230, 1312, 1230]","[1130, 2212, 1301, 1212]","[1121, 2132, 1223, 1203]","[1113, 2113, 1210, 1133]","[1111, 2031, 1201, 1122]","[1102, 2003, 1130, 1120]","[1030, 1330, 1120, 1111]","[1013, 1303, 1112, 1101]","[1003, 1221, 1110, 1031]","[332, 1200, 1101, 1022]","[321, 1122, 1030, 1013]","[311, 1103, 1020, 1003]","[233, 1030, 1012, 333]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1312, 3002, 2130, 1331]","[1302, 2330, 2120, 1313]","[1232, 2313, 2103, 1301]","[1223, 2301, 2032, 1223]","[1220, 2231, 2012, 1212]","[1211, 2213, 1331, 1210]","[1203, 2132, 1320, 1200]","[1132, 2121, 1302, 1130]","[1123, 2101, 1231, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1320, 2333, 2130, 1332]","[1311, 2323, 2113, 1312]","[1310, 2303, 2102, 1300]","[1232, 2232, 2032, 1223]","[1230, 2223, 2010, 1212]","[1220, 2212, 1330, 1203]","[1210, 2201, 1311, 1133]","[1201, 2120, 1301, 1123]","[1131, 2100, 1230, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1321, 3001, 2123, 1330]","[1311, 2323, 2113, 1312]","[1310, 2303, 2102, 1300]","[1232, 2232, 2032, 1223]","[1230, 2223, 2010, 1212]","[1220, 2212, 1330, 1203]","[1210, 2201, 1311, 1133]","[1201, 2120, 1301, 1123]","[1131, 2100, 1230, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1321, 3001, 2132, 1321]","[1312, 2322, 2121, 1310]","[1310, 2303, 2102, 1300]","[1232, 2232, 2032, 1223]","[1230, 2223, 2010, 1212]","[1220, 2212, 1330, 1203]","[1210, 2201, 1311, 1133]","[1201, 2120, 1301, 1123]","[1131, 2100, 1230, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1321, 3002, 2130, 1322]","[1311, 2331, 2112, 1311]","[1310, 2303, 2102, 1300]","[1232, 2232, 2032, 1223]","[1230, 2223, 2010, 1212]","[1220, 2212, 1330, 1203]","[1210, 2201, 1311, 1133]","[1201, 2120, 1301, 1123]","[1131, 2100, 1230, 1120]","[1120, 2020, 1220, 1111]","[1103, 2000, 1202, 1110]","[1030, 1321, 1132, 1102]","[1020, 1301, 1122, 1032]","[1003, 1222, 1111, 1023]","[333, 1202, 1100, 1020]","[321, 1131, 1030, 1010]","[310, 1111, 1022, 1000]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
