Input,Output
"[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]"
"[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]"
"[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]"
"[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]"
"[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]"
"[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]"
"[10, 31, 31, 12, 20]","[2, 21, 23, 4, 14]"
"[12, 33, 42, 20, 22]","[10, 31, 31, 12, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[13, 42, 31, 32, 13]","[12, 33, 23, 22, 11]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[4, 21, 23, 13, 12]","[3, 12, 14, 10, 10]"
"[11, 31, 30, 23, 13]","[4, 21, 23, 13, 12]"
"[12, 34, 34, 32, 21]","[11, 31, 30, 23, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[4, 21, 23, 13, 12]","[3, 12, 14, 10, 10]"
"[11, 30, 32, 22, 13]","[4, 21, 23, 13, 12]"
"[20, 32, 41, 30, 20]","[11, 30, 32, 22, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[12, 42, 41, 23, 21]","[11, 33, 31, 21, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[14, 40, 40, 23, 22]","[11, 33, 31, 21, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[20, 40, 40, 23, 21]","[11, 33, 31, 21, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[4, 23, 21, 13, 14]","[3, 14, 13, 10, 11]"
"[13, 30, 30, 22, 20]","[4, 23, 21, 13, 14]"
"[14, 32, 34, 32, 23]","[13, 30, 30, 22, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[4, 23, 21, 13, 14]","[3, 14, 13, 10, 11]"
"[13, 30, 30, 22, 20]","[4, 23, 21, 13, 14]"
"[21, 32, 40, 30, 22]","[13, 30, 30, 22, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[10, 24, 22, 11, 14]","[3, 14, 13, 10, 11]"
"[13, 32, 31, 20, 20]","[10, 24, 22, 11, 14]"
"[20, 34, 41, 22, 24]","[13, 32, 31, 20, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[10, 24, 22, 11, 14]","[3, 14, 13, 10, 11]"
"[13, 32, 31, 20, 20]","[10, 24, 22, 11, 14]"
"[21, 40, 40, 21, 24]","[13, 32, 31, 20, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]"
"[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]"
"[13, 30, 20, 13, 11]","[10, 20, 13, 4, 10]"
"[20, 33, 24, 21, 14]","[13, 30, 20, 13, 11]"
"[22, 34, 34, 30, 22]","[20, 33, 24, 21, 14]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]"
"[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]"
"[13, 30, 20, 13, 11]","[10, 20, 13, 4, 10]"
"[20, 33, 24, 21, 14]","[13, 30, 20, 13, 11]"
"[22, 40, 41, 22, 22]","[20, 33, 24, 21, 14]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]"
"[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]"
"[13, 30, 20, 13, 11]","[10, 20, 13, 4, 10]"
"[20, 33, 24, 21, 14]","[13, 30, 20, 13, 11]"
"[22, 41, 33, 30, 21]","[20, 33, 24, 21, 14]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]"
"[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]"
"[11, 32, 22, 11, 11]","[10, 20, 13, 4, 10]"
"[20, 34, 30, 20, 13]","[11, 32, 22, 11, 11]"
"[23, 41, 33, 30, 20]","[20, 34, 30, 20, 13]"
"[1, 2, 3, 2, 0]","[0, 0, 0, 0, 0]"
"[3, 11, 10, 4, 2]","[1, 2, 3, 2, 0]"
"[10, 21, 13, 12, 3]","[3, 11, 10, 4, 2]"
"[12, 31, 22, 14, 10]","[10, 21, 13, 12, 3]"
"[20, 40, 31, 21, 12]","[12, 31, 22, 14, 10]"
"[21, 44, 41, 22, 21]","[20, 40, 31, 21, 12]"
"[1, 2, 3, 2, 0]","[0, 0, 0, 0, 0]"
"[3, 11, 10, 4, 2]","[1, 2, 3, 2, 0]"
"[10, 21, 13, 12, 3]","[3, 11, 10, 4, 2]"
"[12, 31, 22, 14, 10]","[10, 21, 13, 12, 3]"
"[14, 34, 30, 22, 14]","[12, 31, 22, 14, 10]"
"[22, 40, 40, 24, 23]","[14, 34, 30, 22, 14]"
"[1, 2, 3, 2, 0]","[0, 0, 0, 0, 0]"
"[3, 11, 10, 4, 2]","[1, 2, 3, 2, 0]"
"[10, 21, 13, 12, 3]","[3, 11, 10, 4, 2]"
"[12, 31, 22, 14, 10]","[10, 21, 13, 12, 3]"
"[13, 41, 31, 22, 12]","[12, 31, 22, 14, 10]"
"[21, 100, 33, 33, 13]","[13, 41, 31, 22, 12]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]"
"[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]"
"[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]"
"[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]"
"[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]"
"[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 43, 40, 33, 24]","[14, 41, 32, 24, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 101, 42, 31, 22]","[14, 41, 32, 24, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[13, 42, 31, 32, 13]","[12, 33, 23, 22, 11]"
"[22, 100, 40, 34, 21]","[13, 42, 31, 32, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[12, 42, 41, 23, 21]","[11, 33, 31, 21, 13]"
"[20, 43, 44, 32, 30]","[12, 42, 41, 23, 21]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[14, 40, 40, 23, 22]","[11, 33, 31, 21, 13]"
"[21, 42, 43, 33, 30]","[14, 40, 40, 23, 22]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[4, 21, 23, 13, 12]","[3, 12, 14, 10, 10]"
"[11, 30, 32, 22, 13]","[4, 21, 23, 13, 12]"
"[20, 32, 41, 30, 20]","[11, 30, 32, 22, 13]"
"[22, 41, 101, 33, 22]","[20, 32, 41, 30, 20]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[20, 40, 40, 23, 21]","[11, 33, 31, 21, 13]"
"[22, 42, 44, 31, 30]","[20, 40, 40, 23, 21]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[20, 40, 40, 23, 21]","[11, 33, 31, 21, 13]"
"[23, 42, 100, 32, 23]","[20, 40, 40, 23, 21]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[4, 23, 21, 13, 14]","[3, 14, 13, 10, 11]"
"[13, 30, 30, 22, 20]","[4, 23, 21, 13, 14]"
"[21, 32, 40, 30, 22]","[13, 30, 30, 22, 20]"
"[30, 33, 42, 40, 30]","[21, 32, 40, 30, 22]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[10, 24, 22, 11, 14]","[3, 14, 13, 10, 11]"
"[13, 32, 31, 20, 20]","[10, 24, 22, 11, 14]"
"[20, 34, 41, 22, 24]","[13, 32, 31, 20, 20]"
"[21, 42, 44, 31, 33]","[20, 34, 41, 22, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[12, 42, 41, 23, 21]","[11, 33, 31, 21, 13]"
"[21, 102, 101, 30, 22]","[12, 42, 41, 23, 21]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[10, 24, 22, 11, 14]","[3, 14, 13, 10, 11]"
"[13, 32, 31, 20, 20]","[10, 24, 22, 11, 14]"
"[20, 34, 41, 22, 24]","[13, 32, 31, 20, 20]"
"[22, 41, 44, 30, 34]","[20, 34, 41, 22, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[12, 42, 41, 23, 21]","[11, 33, 31, 21, 13]"
"[22, 100, 102, 30, 22]","[12, 42, 41, 23, 21]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[10, 24, 22, 11, 14]","[3, 14, 13, 10, 11]"
"[13, 32, 31, 20, 20]","[10, 24, 22, 11, 14]"
"[20, 34, 41, 22, 24]","[13, 32, 31, 20, 20]"
"[23, 40, 44, 24, 40]","[20, 34, 41, 22, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]"
"[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]"
"[13, 30, 20, 13, 11]","[10, 20, 13, 4, 10]"
"[20, 33, 24, 21, 14]","[13, 30, 20, 13, 11]"
"[22, 41, 33, 30, 21]","[20, 33, 24, 21, 14]"
"[24, 43, 40, 34, 31]","[22, 41, 33, 30, 21]"
"[1, 2, 3, 2, 0]","[0, 0, 0, 0, 0]"
"[3, 11, 10, 4, 2]","[1, 2, 3, 2, 0]"
"[10, 21, 13, 12, 3]","[3, 11, 10, 4, 2]"
"[12, 31, 22, 14, 10]","[10, 21, 13, 12, 3]"
"[13, 41, 31, 22, 12]","[12, 31, 22, 14, 10]"
"[21, 100, 33, 33, 13]","[13, 41, 31, 22, 12]"
"[23, 111, 41, 40, 21]","[21, 100, 33, 33, 13]"
"[1, 2, 3, 2, 0]","[0, 0, 0, 0, 0]"
"[3, 11, 10, 4, 2]","[1, 2, 3, 2, 0]"
"[10, 21, 13, 12, 3]","[3, 11, 10, 4, 2]"
"[12, 31, 22, 14, 10]","[10, 21, 13, 12, 3]"
"[13, 41, 31, 22, 12]","[12, 31, 22, 14, 10]"
"[21, 100, 33, 33, 13]","[13, 41, 31, 22, 12]"
"[24, 102, 43, 40, 22]","[21, 100, 33, 33, 13]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]"
"[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]"
"[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]"
"[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]"
"[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]"
"[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]"
"[13, 44, 102, 33, 42]","[11, 41, 44, 24, 33]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]"
"[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]"
"[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]"
"[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]"
"[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]"
"[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]"
"[14, 44, 100, 33, 43]","[11, 41, 44, 24, 33]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]"
"[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]"
"[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]"
"[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]"
"[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]"
"[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]"
"[14, 102, 102, 31, 41]","[11, 41, 44, 24, 33]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 43, 40, 33, 24]","[14, 41, 32, 24, 20]"
"[30, 44, 42, 40, 40]","[21, 43, 40, 33, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 43, 40, 33, 24]","[14, 41, 32, 24, 20]"
"[23, 101, 43, 43, 32]","[21, 43, 40, 33, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 43, 40, 33, 24]","[14, 41, 32, 24, 20]"
"[24, 100, 43, 42, 33]","[21, 43, 40, 33, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 43, 40, 33, 24]","[14, 41, 32, 24, 20]"
"[30, 100, 43, 42, 32]","[21, 43, 40, 33, 24]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[2, 3, 10, 2, 1]","[0, 0, 2, 0, 0]"
"[4, 13, 11, 10, 3]","[2, 3, 10, 2, 1]"
"[11, 24, 13, 13, 10]","[4, 13, 11, 10, 3]"
"[12, 33, 23, 22, 11]","[11, 24, 13, 13, 10]"
"[14, 41, 32, 24, 20]","[12, 33, 23, 22, 11]"
"[21, 101, 42, 31, 22]","[14, 41, 32, 24, 20]"
"[30, 104, 43, 40, 31]","[21, 101, 42, 31, 22]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[4, 21, 23, 13, 12]","[3, 12, 14, 10, 10]"
"[11, 30, 32, 22, 13]","[4, 21, 23, 13, 12]"
"[20, 32, 41, 30, 20]","[11, 30, 32, 22, 13]"
"[22, 41, 101, 33, 22]","[20, 32, 41, 30, 20]"
"[30, 44, 103, 42, 31]","[22, 41, 101, 33, 22]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[14, 40, 40, 23, 22]","[11, 33, 31, 21, 13]"
"[21, 42, 43, 33, 30]","[14, 40, 40, 23, 22]"
"[31, 100, 44, 40, 40]","[21, 42, 43, 33, 30]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[4, 23, 21, 13, 14]","[3, 14, 13, 10, 11]"
"[13, 30, 30, 22, 20]","[4, 23, 21, 13, 14]"
"[21, 32, 40, 30, 22]","[13, 30, 30, 22, 20]"
"[30, 33, 42, 40, 30]","[21, 32, 40, 30, 22]"
"[32, 40, 44, 43, 41]","[30, 33, 42, 40, 30]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[12, 42, 41, 23, 21]","[11, 33, 31, 21, 13]"
"[20, 43, 44, 32, 30]","[12, 42, 41, 23, 21]"
"[23, 102, 103, 41, 32]","[20, 43, 44, 32, 30]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[14, 40, 40, 23, 22]","[11, 33, 31, 21, 13]"
"[21, 42, 43, 33, 30]","[14, 40, 40, 23, 22]"
"[24, 102, 101, 41, 33]","[21, 42, 43, 33, 30]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[0, 2, 12, 3, 3]","[0, 0, 4, 0, 2]"
"[3, 12, 14, 10, 10]","[0, 2, 12, 3, 3]"
"[10, 22, 24, 11, 12]","[3, 12, 14, 10, 10]"
"[11, 33, 31, 21, 13]","[10, 22, 24, 11, 12]"
"[14, 40, 40, 23, 22]","[11, 33, 31, 21, 13]"
"[21, 42, 43, 33, 30]","[14, 40, 40, 23, 22]"
"[30, 102, 101, 41, 32]","[21, 42, 43, 33, 30]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[4, 23, 21, 13, 14]","[3, 14, 13, 10, 11]"
"[13, 30, 30, 22, 20]","[4, 23, 21, 13, 14]"
"[21, 32, 40, 30, 22]","[13, 30, 30, 22, 20]"
"[30, 33, 42, 40, 30]","[21, 32, 40, 30, 22]"
"[33, 41, 43, 100, 34]","[30, 33, 42, 40, 30]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[1, 3, 12, 2, 4]","[0, 0, 4, 0, 2]"
"[3, 14, 13, 10, 11]","[1, 3, 12, 2, 4]"
"[10, 24, 22, 11, 14]","[3, 14, 13, 10, 11]"
"[13, 32, 31, 20, 20]","[10, 24, 22, 11, 14]"
"[20, 34, 41, 22, 24]","[13, 32, 31, 20, 20]"
"[21, 42, 44, 31, 33]","[20, 34, 41, 22, 24]"
"[23, 44, 102, 34, 44]","[21, 42, 44, 31, 33]"
"[0, 0, 2, 0, 0]","[0, 0, 0, 0, 0]"
