"[0, 2, 12, 2, 5, 2, 3, 0, 0]","[0, 0, 6, 0, 4, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 3, 2, 3, 0, 0, 2]","[0, 2, 5, 0, 0, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 3, 2, 3, 0, 2, 0]","[0, 2, 5, 0, 0, 2, 0, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 3, 2, 3, 2, 0, 0]","[0, 2, 5, 0, 0, 2, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 0, 2, 4, 0, 1, 2]","[0, 2, 5, 0, 0, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 0, 2, 4, 0, 2, 1]","[0, 2, 5, 0, 0, 2, 0, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 0, 2, 4, 1, 0, 2]","[0, 2, 5, 0, 0, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 0, 2, 4, 1, 2, 0]","[0, 2, 5, 0, 0, 2, 0, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 0, 2, 4, 2, 0, 1]","[0, 2, 5, 0, 0, 2, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 0, 2, 4, 2, 1, 0]","[0, 2, 5, 0, 0, 2, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 1, 2, 4, 0, 0, 2]","[0, 2, 5, 0, 0, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 1, 2, 4, 0, 2, 0]","[0, 2, 5, 0, 0, 2, 0, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 1, 2, 4, 2, 0, 0]","[0, 2, 5, 0, 0, 2, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 2, 4, 0, 0, 1]","[0, 2, 5, 1, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 2, 4, 0, 1, 0]","[0, 2, 5, 1, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 2, 4, 1, 0, 0]","[0, 2, 5, 1, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0]"
"[3, 10, 0, 6, 1, 1, 3, 1, 1]","[1, 3, 0, 3, 0, 0, 1, 0, 0]"
"[3, 10, 1, 6, 0, 1, 3, 1, 1]","[1, 3, 0, 3, 0, 0, 1, 0, 0]"
"[3, 10, 1, 6, 1, 0, 3, 1, 1]","[1, 3, 0, 3, 0, 0, 1, 0, 0]"
"[3, 10, 1, 6, 1, 1, 3, 0, 1]","[1, 3, 0, 3, 0, 0, 1, 0, 0]"
"[3, 10, 1, 6, 1, 1, 3, 1, 0]","[1, 3, 0, 3, 0, 0, 1, 0, 0]"
