"[3, 16, 7, 13, 5, 11, 5, 5]","[2, 11, 6, 10, 4, 5, 3, 3]","[0, 5, 4, 5, 2, 3, 1, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[3, 16, 7, 13, 6, 5, 11, 4]","[2, 11, 6, 10, 4, 3, 6, 2]","[0, 5, 3, 6, 2, 2, 3, 1]","[0, 3, 0, 3, 1, 0, 1, 0]"
"[3, 16, 14, 7, 5, 11, 2, 7]","[2, 11, 12, 5, 3, 7, 0, 4]","[1, 5, 7, 3, 1, 5, 0, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 17, 0, 11, 10, 7, 10, 11]","[0, 7, 0, 7, 7, 6, 7, 6]","[0, 6, 0, 6, 6, 5, 4, 1]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[4, 10, 10, 14, 14, 5, 6, 4]","[1, 3, 7, 13, 7, 3, 4, 3]","[0, 0, 6, 6, 5, 2, 3, 0]","[0, 0, 4, 4, 4, 0, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 12, 12, 7, 6, 10, 7, 7]","[2, 6, 7, 6, 4, 7, 5, 3]","[1, 5, 5, 4, 2, 5, 2, 0]","[0, 3, 2, 3, 0, 1, 1, 0]"
"[4, 13, 14, 13, 6, 7, 3, 5]","[3, 7, 13, 7, 3, 5, 1, 3]","[2, 4, 12, 2, 2, 3, 0, 0]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 13, 15, 5, 5, 13, 4, 6]","[3, 7, 14, 2, 2, 7, 2, 5]","[2, 5, 10, 0, 0, 5, 1, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 13, 16, 4, 5, 12, 5, 6]","[3, 7, 14, 2, 2, 7, 2, 5]","[2, 5, 10, 0, 0, 5, 1, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 14, 7, 6, 11, 6, 10, 7]","[2, 7, 6, 5, 6, 5, 5, 4]","[1, 6, 4, 4, 4, 1, 2, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[4, 14, 7, 7, 10, 6, 11, 6]","[2, 7, 6, 6, 5, 5, 6, 3]","[1, 6, 4, 4, 4, 2, 2, 1]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[4, 14, 7, 10, 5, 7, 7, 11]","[2, 7, 6, 7, 2, 5, 6, 5]","[1, 6, 3, 6, 1, 2, 3, 2]","[0, 3, 0, 3, 0, 1, 0, 1]"
"[4, 14, 12, 12, 5, 7, 3, 10]","[2, 7, 7, 10, 2, 5, 2, 6]","[0, 5, 3, 7, 1, 3, 0, 3]","[0, 3, 2, 3, 0, 1, 0, 1]"
"[4, 16, 6, 11, 6, 7, 10, 5]","[2, 11, 5, 10, 4, 5, 4, 3]","[0, 5, 3, 6, 1, 2, 3, 2]","[0, 3, 0, 3, 0, 0, 1, 1]"
"[4, 16, 6, 11, 6, 10, 7, 5]","[2, 11, 5, 10, 4, 6, 3, 3]","[0, 5, 3, 5, 2, 4, 1, 2]","[0, 3, 0, 3, 0, 1, 0, 1]"
"[4, 16, 7, 11, 5, 10, 7, 5]","[2, 11, 6, 10, 3, 5, 5, 2]","[0, 5, 3, 6, 2, 2, 3, 1]","[0, 3, 0, 3, 1, 0, 1, 0]"
"[4, 16, 7, 13, 7, 4, 10, 4]","[2, 12, 6, 11, 3, 3, 6, 1]","[1, 5, 3, 6, 2, 2, 3, 0]","[0, 3, 0, 3, 1, 0, 1, 0]"
"[4, 16, 10, 10, 6, 6, 12, 3]","[1, 11, 6, 6, 4, 5, 6, 2]","[0, 5, 4, 5, 2, 3, 2, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[4, 16, 10, 13, 6, 5, 7, 4]","[2, 12, 7, 11, 3, 3, 4, 2]","[1, 6, 3, 6, 1, 2, 3, 0]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[4, 16, 14, 12, 10, 4, 3, 4]","[2, 11, 12, 10, 3, 3, 1, 3]","[0, 3, 7, 4, 2, 2, 0, 2]","[0, 2, 3, 2, 0, 1, 0, 0]"
"[4, 17, 6, 10, 10, 11, 4, 5]","[1, 11, 5, 7, 5, 7, 2, 3]","[0, 5, 3, 5, 4, 4, 1, 0]","[0, 3, 2, 3, 1, 1, 0, 0]"
"[4, 17, 6, 11, 6, 11, 5, 5]","[3, 11, 5, 10, 4, 6, 2, 3]","[1, 5, 3, 5, 2, 4, 0, 2]","[0, 3, 0, 3, 0, 1, 0, 1]"
"[4, 17, 7, 13, 6, 4, 10, 4]","[2, 13, 6, 11, 2, 3, 6, 1]","[1, 6, 3, 6, 1, 2, 3, 0]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[4, 17, 10, 12, 5, 5, 7, 5]","[2, 13, 6, 11, 3, 1, 6, 2]","[1, 6, 3, 6, 2, 0, 3, 1]","[0, 3, 1, 3, 1, 0, 0, 0]"
"[5, 12, 11, 10, 7, 7, 6, 7]","[3, 5, 7, 7, 6, 5, 4, 3]","[2, 4, 6, 4, 4, 2, 2, 0]","[1, 3, 2, 3, 0, 1, 0, 0]"
"[5, 12, 20, 5, 3, 12, 3, 7]","[3, 7, 14, 2, 2, 7, 2, 5]","[2, 5, 10, 0, 0, 5, 1, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 13, 6, 11, 6, 10, 7, 7]","[3, 6, 5, 7, 5, 6, 4, 4]","[2, 5, 4, 5, 2, 3, 1, 2]","[1, 3, 0, 3, 0, 0, 0, 1]"
"[5, 13, 7, 7, 10, 6, 7, 10]","[2, 7, 6, 5, 7, 4, 5, 4]","[1, 6, 4, 4, 4, 1, 3, 1]","[0, 2, 3, 2, 0, 0, 1, 0]"
"[5, 13, 7, 7, 10, 7, 6, 10]","[2, 7, 6, 5, 7, 5, 4, 4]","[1, 6, 4, 4, 4, 2, 2, 1]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[5, 13, 7, 10, 6, 7, 10, 7]","[2, 7, 6, 6, 5, 5, 6, 3]","[1, 6, 4, 4, 4, 2, 2, 1]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[5, 14, 5, 14, 7, 10, 5, 5]","[3, 10, 4, 13, 4, 3, 4, 3]","[1, 5, 3, 6, 0, 2, 3, 2]","[0, 3, 0, 3, 0, 0, 1, 1]"
"[5, 14, 6, 10, 10, 10, 10, 4]","[0, 6, 5, 7, 5, 6, 6, 3]","[0, 5, 4, 5, 4, 3, 2, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[5, 14, 13, 7, 12, 4, 6, 4]","[4, 10, 11, 5, 6, 2, 4, 2]","[2, 4, 6, 4, 3, 0, 2, 1]","[1, 2, 3, 2, 0, 0, 0, 0]"
"[5, 14, 13, 10, 2, 12, 5, 6]","[3, 7, 10, 6, 0, 7, 3, 5]","[1, 5, 7, 3, 0, 5, 1, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 15, 6, 11, 7, 10, 6, 5]","[3, 10, 5, 10, 6, 4, 3, 3]","[0, 5, 4, 4, 4, 2, 1, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[5, 15, 12, 10, 1, 13, 5, 6]","[3, 7, 10, 6, 0, 7, 3, 5]","[1, 5, 7, 3, 0, 5, 1, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 16, 6, 13, 5, 10, 7, 3]","[3, 12, 5, 10, 4, 5, 4, 1]","[1, 6, 3, 6, 1, 2, 3, 0]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[5, 16, 7, 12, 6, 6, 10, 3]","[3, 12, 5, 10, 5, 4, 4, 1]","[1, 6, 3, 6, 2, 1, 3, 0]","[0, 3, 1, 3, 1, 0, 0, 0]"
"[5, 16, 10, 13, 6, 4, 7, 4]","[3, 12, 7, 11, 3, 2, 4, 2]","[2, 6, 3, 6, 1, 1, 3, 0]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[5, 17, 6, 10, 5, 11, 10, 3]","[2, 11, 5, 6, 4, 6, 6, 1]","[1, 5, 3, 5, 2, 4, 2, 0]","[0, 3, 0, 3, 0, 1, 1, 0]"
"[5, 17, 7, 11, 6, 4, 10, 5]","[3, 12, 6, 10, 4, 1, 6, 2]","[1, 6, 3, 6, 2, 0, 3, 1]","[0, 3, 1, 3, 1, 0, 0, 0]"
"[5, 17, 7, 11, 6, 5, 10, 4]","[3, 12, 6, 10, 4, 2, 6, 1]","[1, 6, 3, 6, 2, 1, 3, 0]","[0, 3, 1, 3, 1, 0, 0, 0]"
"[5, 17, 10, 11, 2, 7, 7, 6]","[3, 12, 6, 10, 1, 5, 5, 2]","[1, 6, 3, 6, 0, 2, 3, 1]","[0, 3, 1, 3, 0, 1, 0, 0]"
"[5, 17, 10, 12, 4, 5, 7, 5]","[3, 13, 6, 11, 2, 1, 6, 2]","[2, 6, 3, 6, 1, 0, 3, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[5, 17, 11, 6, 1, 11, 6, 10]","[3, 7, 10, 5, 0, 7, 3, 6]","[1, 5, 7, 2, 0, 5, 1, 3]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 17, 14, 10, 3, 11, 3, 4]","[3, 11, 13, 5, 0, 7, 2, 2]","[2, 5, 10, 2, 0, 5, 1, 0]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 12, 7, 7, 10, 6, 7, 10]","[3, 6, 5, 6, 7, 5, 4, 4]","[2, 5, 4, 4, 4, 2, 1, 2]","[1, 3, 0, 3, 0, 0, 0, 1]"
"[6, 12, 7, 10, 6, 7, 7, 10]","[3, 6, 5, 7, 5, 6, 4, 4]","[2, 5, 4, 5, 2, 3, 1, 2]","[1, 3, 0, 3, 0, 0, 0, 1]"
"[6, 12, 7, 10, 6, 7, 10, 7]","[3, 6, 5, 7, 5, 6, 5, 3]","[2, 5, 4, 4, 4, 2, 2, 1]","[1, 3, 0, 3, 0, 0, 1, 0]"
"[6, 13, 7, 7, 7, 6, 10, 7]","[4, 10, 6, 5, 6, 5, 5, 2]","[2, 6, 4, 4, 4, 1, 2, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[6, 14, 12, 6, 7, 10, 3, 7]","[4, 10, 10, 4, 5, 7, 0, 4]","[1, 5, 7, 3, 1, 5, 0, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 15, 5, 11, 6, 10, 7, 5]","[4, 10, 4, 10, 5, 4, 4, 3]","[1, 5, 3, 6, 0, 2, 3, 2]","[0, 3, 0, 3, 0, 0, 1, 1]"
"[6, 16, 6, 11, 5, 7, 10, 4]","[4, 11, 5, 10, 3, 5, 4, 2]","[2, 5, 3, 6, 0, 2, 3, 1]","[1, 3, 0, 3, 0, 0, 1, 0]"
"[6, 16, 11, 6, 1, 10, 7, 10]","[3, 7, 10, 5, 0, 7, 3, 6]","[1, 5, 7, 2, 0, 5, 1, 3]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 17, 7, 11, 5, 4, 10, 5]","[4, 12, 6, 10, 3, 1, 6, 2]","[2, 6, 3, 6, 1, 0, 3, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[6, 17, 7, 11, 5, 5, 10, 4]","[4, 12, 6, 10, 3, 2, 6, 1]","[2, 6, 3, 6, 1, 1, 3, 0]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[7, 15, 6, 10, 6, 10, 10, 3]","[3, 10, 5, 6, 5, 6, 5, 1]","[1, 5, 4, 4, 4, 2, 2, 0]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[10, 15, 6, 10, 6, 10, 7, 3]","[4, 10, 5, 6, 5, 6, 4, 1]","[2, 5, 4, 5, 2, 3, 1, 0]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[10, 15, 7, 10, 6, 5, 10, 4]","[4, 10, 6, 7, 4, 2, 6, 2]","[2, 6, 3, 6, 1, 1, 3, 0]","[1, 3, 1, 3, 0, 0, 0, 0]"
