"[34, 131, 45, 114, 111, 44]","[33, 115, 44, 111, 101, 42]","[31, 103, 42, 104, 53, 40]","[23, 55, 40, 100, 45, 34]","[15, 53, 34, 53, 41, 30]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[35, 122, 55, 105, 104, 54]","[32, 114, 52, 103, 101, 44]","[25, 104, 45, 100, 53, 42]","[21, 101, 42, 54, 45, 34]","[15, 53, 35, 52, 40, 31]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 122, 55, 105, 104, 53]","[32, 114, 52, 103, 101, 44]","[25, 104, 45, 100, 53, 42]","[21, 101, 42, 54, 45, 34]","[15, 53, 35, 52, 40, 31]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 123, 55, 110, 103, 52]","[32, 114, 52, 103, 101, 44]","[25, 104, 45, 100, 53, 42]","[21, 101, 42, 54, 45, 34]","[15, 53, 35, 52, 40, 31]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 124, 54, 104, 110, 51]","[32, 114, 52, 103, 101, 44]","[25, 104, 45, 100, 53, 42]","[21, 101, 42, 54, 45, 34]","[15, 53, 35, 52, 40, 31]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 125, 50, 113, 104, 50]","[33, 115, 44, 111, 101, 42]","[31, 103, 42, 104, 53, 40]","[23, 55, 40, 100, 45, 34]","[15, 53, 34, 53, 41, 30]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 130, 45, 113, 103, 51]","[34, 115, 44, 105, 100, 44]","[30, 110, 43, 103, 50, 41]","[21, 101, 42, 55, 43, 35]","[15, 53, 35, 52, 40, 31]","[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[43, 125, 52, 110, 101, 52]","[40, 115, 44, 104, 55, 44]","[33, 111, 43, 103, 44, 40]","[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 122, 103, 53, 111, 50]","[41, 112, 100, 50, 104, 43]","[32, 102, 54, 44, 100, 41]","[24, 54, 51, 42, 51, 35]","[23, 51, 44, 40, 43, 30]","[20, 45, 42, 32, 34, 24]","[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 122, 104, 51, 112, 50]","[41, 112, 100, 50, 104, 43]","[32, 102, 54, 44, 100, 41]","[24, 54, 51, 42, 51, 35]","[23, 51, 44, 40, 43, 30]","[20, 45, 42, 32, 34, 24]","[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 123, 52, 105, 101, 54]","[41, 114, 45, 103, 53, 50]","[34, 105, 44, 100, 45, 42]","[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 124, 55, 104, 100, 52]","[40, 120, 52, 103, 51, 44]","[32, 112, 45, 101, 43, 41]","[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 125, 50, 111, 100, 53]","[40, 115, 44, 105, 53, 45]","[33, 111, 43, 103, 44, 40]","[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[44, 130, 51, 110, 100, 52]","[35, 120, 45, 104, 53, 45]","[32, 113, 43, 101, 45, 40]","[25, 104, 41, 53, 41, 34]","[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[45, 123, 51, 105, 55, 100]","[41, 114, 45, 103, 53, 50]","[34, 105, 44, 100, 45, 42]","[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[50, 120, 103, 53, 105, 52]","[41, 112, 100, 50, 104, 43]","[32, 102, 54, 44, 100, 41]","[24, 54, 51, 42, 51, 35]","[23, 51, 44, 40, 43, 30]","[20, 45, 42, 32, 34, 24]","[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
