"[41, 110, 103, 54, 52, 101]","[33, 55, 101, 52, 45, 54]","[31, 52, 55, 45, 42, 44]","[30, 50, 52, 43, 33, 35]","[23, 45, 50, 33, 31, 31]","[21, 42, 44, 23, 25, 24]","[20, 40, 34, 21, 20, 22]","[12, 34, 24, 15, 13, 21]","[11, 25, 20, 12, 10, 15]","[4, 15, 12, 11, 5, 12]","[3, 5, 5, 10, 3, 5]","[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[43, 100, 104, 53, 55, 102]","[34, 52, 102, 50, 52, 54]","[31, 50, 54, 44, 45, 45]","[25, 44, 53, 42, 35, 40]","[23, 43, 50, 35, 30, 32]","[20, 42, 43, 25, 24, 25]","[14, 41, 33, 23, 20, 22]","[12, 34, 24, 15, 13, 21]","[11, 25, 20, 12, 10, 15]","[4, 15, 12, 11, 5, 12]","[3, 5, 5, 10, 3, 5]","[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[43, 102, 101, 54, 54, 103]","[35, 53, 55, 51, 50, 100]","[31, 50, 54, 44, 45, 45]","[25, 44, 53, 42, 35, 40]","[23, 43, 50, 35, 30, 32]","[20, 42, 43, 25, 24, 25]","[14, 41, 33, 23, 20, 22]","[12, 34, 24, 15, 13, 21]","[11, 25, 20, 12, 10, 15]","[4, 15, 12, 11, 5, 12]","[3, 5, 5, 10, 3, 5]","[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[43, 112, 105, 111, 35, 51]","[41, 100, 103, 104, 33, 43]","[32, 51, 102, 55, 25, 42]","[30, 44, 53, 53, 23, 33]","[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[44, 111, 104, 110, 43, 45]","[41, 100, 103, 104, 33, 43]","[32, 51, 102, 55, 25, 42]","[30, 44, 53, 53, 23, 33]","[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[44, 113, 103, 104, 42, 51]","[41, 103, 101, 101, 33, 45]","[33, 52, 100, 53, 30, 43]","[25, 50, 54, 43, 24, 40]","[22, 45, 51, 41, 15, 32]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[45, 110, 105, 110, 35, 52]","[41, 100, 103, 104, 33, 43]","[32, 51, 102, 55, 25, 42]","[30, 44, 53, 53, 23, 33]","[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[50, 111, 104, 105, 40, 51]","[41, 100, 103, 104, 33, 43]","[32, 51, 102, 55, 25, 42]","[30, 44, 53, 53, 23, 33]","[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[50, 112, 104, 103, 40, 52]","[41, 103, 101, 101, 33, 45]","[33, 52, 100, 53, 30, 43]","[25, 50, 54, 43, 24, 40]","[22, 45, 51, 41, 15, 32]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
